student_id,name,career_goal,internships_done,job_ready,suggested_paths
3438,Sneha M 31,ML Engineer,"2 (NLP, Vision)",Yes,"Build capstone projects, Attend tech webinars"
3439,Meera M 53,Product Designer,"2 (NLP, Vision)",No,"Portfolio enhancement, Attend tech webinars"
3440,Arjun M 46,Product Designer,1 (Security Intern),Yes,"Core project, mock interviews, Portfolio enhancement"
3441,Aisha M 50,Data Scientist,1 (AR Intern),Yes,"Attend tech webinars, Certifications in relevant domain"
3442,Divya T 67,Web Developer,1 (Security Intern),Yes,"Attend tech webinars, LinkedIn optimization"
3443,Rahul T 61,Web Developer,1 (ML Intern),Yes,"Apply to research roles, Practice DSA, GitHub proj"
3444,Karan S 39,Systems Engineer,1 (ML Intern),Yes,"Certifications in relevant domain, Portfolio enhancement"
3445,Aisha M 51,Web Developer,1 (IoT Internship),Yes,"Portfolio enhancement, Practice DSA, GitHub proj"
3446,Meera M 54,Data Scientist,"2 (Research, Dev)",Yes,"Resume upgrade, hackathons, Build capstone projects"
3447,Karan S 40,AI Researcher,"2 (Research, Dev)",Yes,"Portfolio enhancement, Certifications in relevant domain"
3448,Aisha T 40,Embedded Engineer,1 (CAD Internship),No,"Contribute to open source, Build capstone projects"
3449,Divya M 52,Embedded Engineer,1 (Security Intern),Yes,"Attend tech webinars, Resume upgrade, hackathons"
3450,Priya M 48,DevOps Specialist,1 (CAD Internship),Yes,"Contribute to open source, Core project, mock interviews"
3451,Ravi S 49,Web Developer,1 (Security Intern),Yes,"LinkedIn optimization, Core project, mock interviews"
3452,Aisha K 52,Data Scientist,"2 (Research, Dev)",Yes,"Certifications in relevant domain, Apply to research roles"
3453,Sneha S 47,AR/VR Developer,1 (Security Intern),No,"Core project, mock interviews, Certifications in relevant domain"
3454,Aisha M 52,Web Developer,1 (ML Intern),Yes,"Attend tech webinars, Certifications in relevant domain"
3455,Arjun K 59,Cloud Engineer,"2 (NLP, Vision)",Yes,"Practice DSA, GitHub proj, Certifications in relevant domain"
3456,Karan R 40,Cloud Engineer,1 (Security Intern),No,"Core project, mock interviews, Resume upgrade, hackathons"
3457,Rahul T 62,Product Designer,1 (ML Intern),Yes,"LinkedIn optimization, Contribute to open source"
3458,Aisha M 53,DevOps Specialist,1 (AR Intern),No,"Certifications in relevant domain, Practice DSA, GitHub proj"
3459,Ankit K 58,Systems Engineer,1 (CAD Internship),Yes,"Contribute to open source, Core project, mock interviews"
3460,Aisha R 61,Systems Engineer,1 (IoT Internship),Yes,"Core project, mock interviews, Contribute to open source"
3461,Meera R 49,ML Engineer,"2 (Research, Dev)",No,"Portfolio enhancement, Build capstone projects"
3462,Aisha M 54,Cloud Engineer,"2 (DevOps, Cloud)",No,"Build capstone projects, Attend tech webinars"
3463,Ravi R 48,AI Researcher,1 (Security Intern),Yes,"Attend tech webinars, Resume upgrade, hackathons"
3464,Priya T 61,Embedded Engineer,1 (Security Intern),Yes,"Portfolio enhancement, Contribute to open source"
3465,Ankit K 59,Cybersecurity Analyst,None,No,"Contribute to open source, LinkedIn optimization"
3466,Arjun M 47,AR/VR Developer,"2 (NLP, Vision)",No,"Build capstone projects, Attend tech webinars"
3467,Meera S 45,AI Researcher,"2 (DevOps, Cloud)",Yes,"Resume upgrade, hackathons, Certifications in relevant domain"
3468,Meera S 46,Cloud Engineer,1 (CAD Internship),Yes,"Contribute to open source, Certifications in relevant domain"
3469,Ravi T 54,Cybersecurity Analyst,None,No,"Certifications in relevant domain, Portfolio enhancement"
3470,Priya M 49,Cloud Engineer,1 (IoT Internship),Yes,"Certifications in relevant domain, LinkedIn optimization"
3471,Rahul K 41,AR/VR Developer,"2 (Research, Dev)",No,"Practice DSA, GitHub proj, Contribute to open source"
3472,Karan T 42,Product Designer,1 (Web Dev Intern),Yes,"Resume upgrade, hackathons, Core project, mock interviews"
3473,Meera R 50,Data Scientist,1 (Web Dev Intern),Yes,"Portfolio enhancement, Resume upgrade, hackathons"
3474,Arjun M 48,Cloud Engineer,1 (IoT Internship),No,"Certifications in relevant domain, Core project, mock interviews"
3475,Arjun M 49,Software Developer,1 (Security Intern),No,"Practice DSA, GitHub proj, Attend tech webinars"
3476,Ankit K 60,ML Engineer,1 (Security Intern),Yes,"Portfolio enhancement, Certifications in relevant domain"
3477,Priya M 50,AI Researcher,"2 (DevOps, Cloud)",Yes,"Core project, mock interviews, Certifications in relevant domain"
3478,Divya R 48,AR/VR Developer,"2 (Research, Dev)",No,"Resume upgrade, hackathons, LinkedIn optimization"
3479,Ankit R 51,Product Designer,1 (AR Intern),Yes,"Portfolio enhancement, LinkedIn optimization"
3480,Meera R 51,Software Developer,1 (Web Dev Intern),Yes,"LinkedIn optimization, Core project, mock interviews"
3481,Divya M 53,Cybersecurity Analyst,1 (Web Dev Intern),No,"Certifications in relevant domain, LinkedIn optimization"
3482,Arjun K 60,AR/VR Developer,1 (AR Intern),No,"LinkedIn optimization, Core project, mock interviews"
3483,Ravi T 55,ML Engineer,"2 (DevOps, Cloud)",Yes,"Core project, mock interviews, LinkedIn optimization"
3484,Aisha K 53,Systems Engineer,"2 (Research, Dev)",Yes,"Attend tech webinars, Contribute to open source"
3485,Ravi M 48,Embedded Engineer,"2 (DevOps, Cloud)",Yes,"Certifications in relevant domain, Practice DSA, GitHub proj"
3486,Karan S 41,AI Researcher,None,No,"Apply to research roles, Core project, mock interviews"
3487,Priya S 58,Embedded Engineer,"2 (NLP, Vision)",No,"Portfolio enhancement, Apply to research roles"
3488,Arjun S 67,Cybersecurity Analyst,1 (Security Intern),No,"Certifications in relevant domain, LinkedIn optimization"
3489,Aisha T 41,ML Engineer,1 (Web Dev Intern),Yes,"Core project, mock interviews, Resume upgrade, hackathons"
3490,Sneha K 47,DevOps Specialist,1 (IoT Internship),Yes,"Contribute to open source, LinkedIn optimization"
3491,Ravi T 56,Cloud Engineer,1 (IoT Internship),Yes,"Contribute to open source, Attend tech webinars"
3492,Ankit T 49,ML Engineer,"2 (DevOps, Cloud)",No,"Resume upgrade, hackathons, Core project, mock interviews"
3493,Divya K 38,DevOps Specialist,1 (ML Intern),Yes,"Apply to research roles, Portfolio enhancement"
3494,Sneha K 48,Product Designer,"2 (NLP, Vision)",Yes,"Resume upgrade, hackathons, Attend tech webinars"
3495,Rahul M 63,Data Scientist,None,No,"Attend tech webinars, Resume upgrade, hackathons"
3496,Priya K 52,AI Researcher,"2 (Research, Dev)",No,"Resume upgrade, hackathons, Attend tech webinars"
3497,Aisha S 40,Embedded Engineer,"2 (Research, Dev)",Yes,"Portfolio enhancement, Core project, mock interviews"
3498,Meera M 55,Embedded Engineer,1 (ML Intern),No,"Apply to research roles, LinkedIn optimization"
3499,Ankit T 50,DevOps Specialist,1 (IoT Internship),No,"Attend tech webinars, Practice DSA, GitHub proj"
3500,Priya K 53,Systems Engineer,None,No,"Attend tech webinars, Contribute to open source"
3501,Meera S 47,AR/VR Developer,"2 (DevOps, Cloud)",Yes,"Portfolio enhancement, LinkedIn optimization"
3502,Arjun T 44,Systems Engineer,"2 (DevOps, Cloud)",Yes,"Contribute to open source, Practice DSA, GitHub proj"
3503,Arjun T 45,Embedded Engineer,"2 (DevOps, Cloud)",Yes,"LinkedIn optimization, Contribute to open source"
3504,Rahul T 63,Software Developer,1 (ML Intern),No,"Certifications in relevant domain, Core project, mock interviews"
3505,Rahul R 55,Product Designer,1 (ML Intern),Yes,"Certifications in relevant domain, Portfolio enhancement"
3506,Rahul K 42,Systems Engineer,1 (IoT Internship),Yes,"Build capstone projects, Portfolio enhancement"
3507,Arjun M 50,Product Designer,1 (CAD Internship),Yes,"Portfolio enhancement, Resume upgrade, hackathons"
3508,Rahul R 56,Product Designer,1 (Security Intern),No,"Practice DSA, GitHub proj, Build capstone projects"
3509,Aisha M 55,Product Designer,1 (Web Dev Intern),Yes,"LinkedIn optimization, Resume upgrade, hackathons"
3510,Sneha R 39,AR/VR Developer,1 (IoT Internship),Yes,"Practice DSA, GitHub proj, Build capstone projects"
3511,Ravi T 57,Software Developer,1 (AR Intern),Yes,"Contribute to open source, Core project, mock interviews"
3512,Karan M 53,Cloud Engineer,1 (Security Intern),Yes,"Portfolio enhancement, Build capstone projects"
3513,Ankit R 52,ML Engineer,1 (ML Intern),Yes,"Attend tech webinars, Portfolio enhancement"
3514,Arjun K 61,Cloud Engineer,1 (Web Dev Intern),Yes,"Apply to research roles, LinkedIn optimization"
3515,Aisha S 41,Cloud Engineer,1 (Web Dev Intern),No,"Resume upgrade, hackathons, Contribute to open source"
3516,Sneha S 48,Systems Engineer,1 (IoT Internship),Yes,"Attend tech webinars, LinkedIn optimization"
3517,Priya M 51,Cybersecurity Analyst,"2 (Research, Dev)",Yes,"Certifications in relevant domain, Portfolio enhancement"
3518,Sneha M 32,Product Designer,"2 (DevOps, Cloud)",Yes,"Practice DSA, GitHub proj, Resume upgrade, hackathons"
3519,Priya S 59,AI Researcher,"2 (Research, Dev)",Yes,"Apply to research roles, Core project, mock interviews"
3520,Ankit K 61,Data Scientist,1 (Web Dev Intern),No,"Certifications in relevant domain, Portfolio enhancement"
3521,Divya K 39,ML Engineer,1 (Web Dev Intern),Yes,"Resume upgrade, hackathons, Practice DSA, GitHub proj"
3522,Meera R 52,Web Developer,"2 (NLP, Vision)",Yes,"Resume upgrade, hackathons, Certifications in relevant domain"
3523,Divya R 49,Web Developer,1 (AR Intern),Yes,"Resume upgrade, hackathons, Attend tech webinars"
3524,Sneha S 49,AI Researcher,1 (Security Intern),No,"Contribute to open source, Apply to research roles"
3525,Ravi K 49,Data Scientist,"2 (DevOps, Cloud)",Yes,"Practice DSA, GitHub proj, LinkedIn optimization"
3526,Divya R 50,Product Designer,"2 (DevOps, Cloud)",Yes,"Practice DSA, GitHub proj, Resume upgrade, hackathons"
3527,Sneha R 40,AR/VR Developer,"2 (Research, Dev)",Yes,"Resume upgrade, hackathons, Practice DSA, GitHub proj"
3528,Karan K 50,Software Developer,"2 (Research, Dev)",Yes,"Apply to research roles, Portfolio enhancement"
3529,Ravi R 49,Product Designer,None,No,"Practice DSA, GitHub proj, LinkedIn optimization"
3530,Ankit K 62,AI Researcher,1 (IoT Internship),Yes,"Attend tech webinars, Build capstone projects"
3531,Meera T 56,Product Designer,"2 (NLP, Vision)",No,"Attend tech webinars, Apply to research roles"
3532,Priya M 52,Data Scientist,1 (ML Intern),Yes,"Apply to research roles, Core project, mock interviews"
3533,Aisha M 56,DevOps Specialist,"2 (Research, Dev)",Yes,"Practice DSA, GitHub proj, Portfolio enhancement"
3534,Aisha M 57,Systems Engineer,"2 (Research, Dev)",Yes,"LinkedIn optimization, Certifications in relevant domain"
3535,Sneha S 50,Product Designer,1 (Web Dev Intern),Yes,"Attend tech webinars, Build capstone projects"
3536,Meera K 40,Cybersecurity Analyst,"2 (Research, Dev)",No,"Portfolio enhancement, Core project, mock interviews"
3537,Sneha T 53,Cloud Engineer,1 (CAD Internship),Yes,"Portfolio enhancement, Resume upgrade, hackathons"
3538,Ankit T 51,AI Researcher,None,No,"Resume upgrade, hackathons, Contribute to open source"
3539,Sneha R 41,Cloud Engineer,1 (Security Intern),No,"Practice DSA, GitHub proj, LinkedIn optimization"
3540,Rahul T 64,Software Developer,1 (CAD Internship),Yes,"LinkedIn optimization, Attend tech webinars"
3541,Ankit S 56,Web Developer,1 (IoT Internship),Yes,"Portfolio enhancement, Attend tech webinars"
3542,Divya M 54,AI Researcher,1 (CAD Internship),No,"Build capstone projects, Resume upgrade, hackathons"
3543,Ravi M 49,ML Engineer,1 (ML Intern),No,"Certifications in relevant domain, Practice DSA, GitHub proj"
3544,Ravi T 58,Systems Engineer,1 (CAD Internship),Yes,"Certifications in relevant domain, Attend tech webinars"
3545,Divya M 55,AR/VR Developer,1 (IoT Internship),No,"Attend tech webinars, LinkedIn optimization"
3546,Divya M 56,ML Engineer,"2 (DevOps, Cloud)",Yes,"Build capstone projects, LinkedIn optimization"
3547,Sneha K 49,Software Developer,"2 (Research, Dev)",No,"Contribute to open source, Build capstone projects"
3548,Sneha T 54,DevOps Specialist,"2 (DevOps, Cloud)",Yes,"Practice DSA, GitHub proj, Certifications in relevant domain"
3549,Rahul R 57,AI Researcher,"2 (Research, Dev)",No,"Portfolio enhancement, Certifications in relevant domain"
3550,Divya K 40,AR/VR Developer,1 (CAD Internship),Yes,"Portfolio enhancement, Certifications in relevant domain"
3551,Ravi K 50,Embedded Engineer,1 (Security Intern),No,"Certifications in relevant domain, LinkedIn optimization"
3552,Sneha K 50,Cloud Engineer,1 (CAD Internship),Yes,"LinkedIn optimization, Resume upgrade, hackathons"
3553,Aisha K 54,Product Designer,"2 (Research, Dev)",Yes,"LinkedIn optimization, Portfolio enhancement"
3554,Meera T 57,Embedded Engineer,1 (Security Intern),Yes,"Apply to research roles, Attend tech webinars"
3555,Ankit M 51,AI Researcher,1 (Security Intern),Yes,"Attend tech webinars, Apply to research roles"
3556,Meera R 53,DevOps Specialist,1 (IoT Internship),No,"Portfolio enhancement, Resume upgrade, hackathons"
3557,Meera M 56,Data Scientist,1 (Web Dev Intern),Yes,"Practice DSA, GitHub proj, Attend tech webinars"
3558,Meera R 54,Data Scientist,1 (AR Intern),Yes,"Practice DSA, GitHub proj, Contribute to open source"
3559,Sneha K 51,Cybersecurity Analyst,None,No,"LinkedIn optimization, Core project, mock interviews"
3560,Ankit K 63,DevOps Specialist,1 (Web Dev Intern),No,"Practice DSA, GitHub proj, Resume upgrade, hackathons"
3561,Divya T 68,AR/VR Developer,1 (CAD Internship),No,"Core project, mock interviews, Build capstone projects"
3562,Sneha T 55,Product Designer,None,No,"Contribute to open source, Portfolio enhancement"
3563,Arjun R 54,Systems Engineer,1 (ML Intern),Yes,"Practice DSA, GitHub proj, LinkedIn optimization"
3564,Rahul S 48,Product Designer,1 (IoT Internship),Yes,"Core project, mock interviews, Apply to research roles"
3565,Karan M 54,Web Developer,1 (AR Intern),Yes,"Apply to research roles, Attend tech webinars"
3566,Ravi K 51,DevOps Specialist,"2 (Research, Dev)",Yes,"LinkedIn optimization, Build capstone projects"
3567,Arjun S 68,Cloud Engineer,"2 (Research, Dev)",No,"Contribute to open source, Portfolio enhancement"
3568,Karan K 51,Cybersecurity Analyst,"2 (DevOps, Cloud)",Yes,"Apply to research roles, Contribute to open source"
3569,Sneha R 42,AR/VR Developer,1 (AR Intern),No,"Core project, mock interviews, Portfolio enhancement"
3570,Rahul S 49,Systems Engineer,1 (CAD Internship),No,"Resume upgrade, hackathons, Practice DSA, GitHub proj"
3571,Karan R 41,Cybersecurity Analyst,1 (IoT Internship),No,"LinkedIn optimization, Core project, mock interviews"
3572,Karan S 42,Data Scientist,"2 (NLP, Vision)",Yes,"Apply to research roles, Build capstone projects"
3573,Ankit R 53,Cybersecurity Analyst,1 (Security Intern),Yes,"Certifications in relevant domain, LinkedIn optimization"
3574,Divya S 42,DevOps Specialist,1 (ML Intern),Yes,"Certifications in relevant domain, Apply to research roles"
3575,Rahul K 43,AI Researcher,1 (ML Intern),No,"Core project, mock interviews, Resume upgrade, hackathons"
3576,Sneha K 52,Cloud Engineer,1 (IoT Internship),Yes,"Certifications in relevant domain, Build capstone projects"
3577,Karan R 42,Embedded Engineer,1 (Security Intern),No,"Certifications in relevant domain, Build capstone projects"
3578,Arjun R 55,DevOps Specialist,1 (IoT Internship),No,"Resume upgrade, hackathons, Practice DSA, GitHub proj"
3579,Rahul S 50,AI Researcher,1 (IoT Internship),No,"Practice DSA, GitHub proj, Contribute to open source"
3580,Rahul K 44,Web Developer,"2 (DevOps, Cloud)",Yes,"Resume upgrade, hackathons, Attend tech webinars"
3581,Rahul T 65,Systems Engineer,"2 (NLP, Vision)",Yes,"Resume upgrade, hackathons, Attend tech webinars"
3582,Arjun R 56,Data Scientist,"2 (Research, Dev)",Yes,"LinkedIn optimization, Portfolio enhancement"
3583,Sneha T 56,Data Scientist,"2 (NLP, Vision)",Yes,"Certifications in relevant domain, Practice DSA, GitHub proj"
3584,Karan T 43,Product Designer,1 (IoT Internship),Yes,"Core project, mock interviews, Resume upgrade, hackathons"
3585,Ankit K 64,AR/VR Developer,1 (AR Intern),Yes,"Build capstone projects, Portfolio enhancement"
3586,Rahul M 64,ML Engineer,1 (IoT Internship),No,"Build capstone projects, Portfolio enhancement"
3587,Aisha M 58,Web Developer,1 (CAD Internship),Yes,"Attend tech webinars, Core project, mock interviews"
3588,Ravi S 50,Web Developer,1 (CAD Internship),No,"Apply to research roles, Practice DSA, GitHub proj"
3589,Divya T 69,Embedded Engineer,1 (CAD Internship),Yes,"Portfolio enhancement, Certifications in relevant domain"
3590,Meera M 57,Web Developer,1 (AR Intern),No,"Contribute to open source, Resume upgrade, hackathons"
3591,Sneha S 51,Web Developer,"2 (DevOps, Cloud)",No,"Attend tech webinars, Core project, mock interviews"
3592,Arjun S 69,Data Scientist,1 (ML Intern),Yes,"Portfolio enhancement, Contribute to open source"
3593,Sneha M 33,AR/VR Developer,1 (IoT Internship),Yes,"Attend tech webinars, Apply to research roles"
3594,Karan K 52,Data Scientist,"2 (Research, Dev)",Yes,"Contribute to open source, Portfolio enhancement"
3595,Rahul K 45,Data Scientist,1 (AR Intern),No,"Core project, mock interviews, Portfolio enhancement"
3596,Ankit M 52,AR/VR Developer,"2 (Research, Dev)",Yes,"Build capstone projects, Contribute to open source"
3597,Meera T 58,Data Scientist,"2 (DevOps, Cloud)",Yes,"Core project, mock interviews, Apply to research roles"
3598,Arjun M 51,DevOps Specialist,1 (CAD Internship),Yes,"Resume upgrade, hackathons, Certifications in relevant domain"
3599,Arjun T 46,Systems Engineer,1 (CAD Internship),Yes,"Build capstone projects, Contribute to open source"
3600,Ankit K 65,Software Developer,None,No,"LinkedIn optimization, Practice DSA, GitHub proj"
3601,Priya S 60,Data Scientist,1 (Security Intern),No,"Contribute to open source, Resume upgrade, hackathons"
3602,Rahul R 58,Web Developer,1 (Security Intern),Yes,"Apply to research roles, Contribute to open source"
3603,Ravi M 50,Cybersecurity Analyst,None,No,"Resume upgrade, hackathons, Core project, mock interviews"
3604,Sneha M 34,Data Scientist,1 (AR Intern),No,"LinkedIn optimization, Apply to research roles"
3605,Sneha R 43,Cybersecurity Analyst,"2 (DevOps, Cloud)",Yes,"Certifications in relevant domain, Practice DSA, GitHub proj"
3606,Aisha M 59,DevOps Specialist,1 (ML Intern),No,"Certifications in relevant domain, Core project, mock interviews"
3607,Ankit K 66,Software Developer,"2 (DevOps, Cloud)",Yes,"Build capstone projects, Core project, mock interviews"
3608,Meera M 58,AI Researcher,1 (AR Intern),No,"Apply to research roles, Attend tech webinars"
3609,Divya S 43,Systems Engineer,"2 (DevOps, Cloud)",No,"LinkedIn optimization, Resume upgrade, hackathons"
3610,Priya R 43,Cybersecurity Analyst,1 (CAD Internship),Yes,"Contribute to open source, Build capstone projects"
3611,Divya S 44,DevOps Specialist,"2 (DevOps, Cloud)",Yes,"Apply to research roles, Practice DSA, GitHub proj"
3612,Ravi R 50,DevOps Specialist,1 (CAD Internship),Yes,"Resume upgrade, hackathons, Portfolio enhancement"
3613,Sneha K 53,Data Scientist,1 (IoT Internship),Yes,"Build capstone projects, Portfolio enhancement"
3614,Ankit M 53,ML Engineer,"2 (Research, Dev)",Yes,"Core project, mock interviews, Contribute to open source"
3615,Karan S 43,AR/VR Developer,"2 (NLP, Vision)",Yes,"Attend tech webinars, Resume upgrade, hackathons"
3616,Aisha T 42,Product Designer,"2 (NLP, Vision)",Yes,"Certifications in relevant domain, Core project, mock interviews"
3617,Karan M 55,Web Developer,None,No,"Build capstone projects, Portfolio enhancement"
3618,Priya T 62,AR/VR Developer,"2 (DevOps, Cloud)",Yes,"Practice DSA, GitHub proj, Contribute to open source"
3619,Sneha T 57,Data Scientist,1 (CAD Internship),Yes,"Build capstone projects, Core project, mock interviews"
3620,Priya T 63,Cybersecurity Analyst,1 (ML Intern),Yes,"Apply to research roles, Portfolio enhancement"
3621,Karan S 44,AI Researcher,1 (IoT Internship),Yes,"Attend tech webinars, Core project, mock interviews"
3622,Divya R 51,ML Engineer,"2 (Research, Dev)",Yes,"Practice DSA, GitHub proj, Build capstone projects"
3623,Ravi M 51,Data Scientist,"2 (DevOps, Cloud)",No,"Apply to research roles, LinkedIn optimization"
3624,Meera K 41,Systems Engineer,None,No,"Resume upgrade, hackathons, Attend tech webinars"
3625,Ankit R 54,Web Developer,None,No,"Core project, mock interviews, Portfolio enhancement"
3626,Sneha R 44,Software Developer,"2 (Research, Dev)",Yes,"Attend tech webinars, LinkedIn optimization"
3627,Ravi K 52,Software Developer,1 (CAD Internship),No,"Attend tech webinars, Portfolio enhancement"
3628,Sneha R 45,Software Developer,"2 (DevOps, Cloud)",No,"Apply to research roles, Contribute to open source"
3629,Ankit K 67,ML Engineer,None,No,"LinkedIn optimization, Portfolio enhancement"
3630,Ankit M 54,Product Designer,1 (Security Intern),No,"Attend tech webinars, Portfolio enhancement"
3631,Ravi R 51,Data Scientist,1 (IoT Internship),Yes,"LinkedIn optimization, Practice DSA, GitHub proj"
3632,Aisha R 62,AR/VR Developer,None,No,"Apply to research roles, Resume upgrade, hackathons"
3633,Meera M 59,Systems Engineer,1 (AR Intern),Yes,"Certifications in relevant domain, Attend tech webinars"
3634,Meera T 59,AI Researcher,None,No,"Contribute to open source, Attend tech webinars"
3635,Karan S 45,DevOps Specialist,"2 (NLP, Vision)",No,"Apply to research roles, Build capstone projects"
3636,Meera S 48,Software Developer,1 (ML Intern),Yes,"Practice DSA, GitHub proj, Resume upgrade, hackathons"
3637,Arjun R 57,ML Engineer,1 (Web Dev Intern),No,"Contribute to open source, LinkedIn optimization"
3638,Divya M 57,Cloud Engineer,1 (CAD Internship),Yes,"LinkedIn optimization, Apply to research roles"
3639,Meera R 55,Software Developer,1 (Security Intern),Yes,"Build capstone projects, Portfolio enhancement"
3640,Ravi K 53,AI Researcher,1 (AR Intern),Yes,"Portfolio enhancement, Certifications in relevant domain"
3641,Meera R 56,ML Engineer,1 (CAD Internship),No,"Apply to research roles, Core project, mock interviews"
3642,Meera S 49,Systems Engineer,1 (CAD Internship),Yes,"Build capstone projects, Practice DSA, GitHub proj"
3643,Priya S 61,DevOps Specialist,"2 (NLP, Vision)",Yes,"Apply to research roles, Core project, mock interviews"
3644,Meera M 60,Product Designer,"2 (Research, Dev)",No,"Apply to research roles, Practice DSA, GitHub proj"
3645,Rahul R 59,Product Designer,1 (CAD Internship),Yes,"Resume upgrade, hackathons, Attend tech webinars"
3646,Ankit S 57,Software Developer,1 (AR Intern),No,"Build capstone projects, Apply to research roles"
3647,Sneha K 54,AR/VR Developer,1 (Security Intern),Yes,"Apply to research roles, Build capstone projects"
3648,Rahul S 51,Web Developer,"2 (Research, Dev)",Yes,"Contribute to open source, Portfolio enhancement"
3649,Priya M 53,ML Engineer,1 (ML Intern),No,"Core project, mock interviews, Build capstone projects"
3650,Ravi M 52,Embedded Engineer,"2 (Research, Dev)",No,"Resume upgrade, hackathons, Portfolio enhancement"
3651,Arjun M 52,Web Developer,1 (Security Intern),Yes,"Portfolio enhancement, Resume upgrade, hackathons"
3652,Ankit M 55,Web Developer,1 (CAD Internship),No,"Certifications in relevant domain, Attend tech webinars"
3653,Karan R 43,Systems Engineer,"2 (NLP, Vision)",Yes,"Apply to research roles, Certifications in relevant domain"
3654,Rahul M 65,Systems Engineer,"2 (Research, Dev)",No,"Contribute to open source, Portfolio enhancement"
3655,Rahul T 66,Product Designer,1 (CAD Internship),Yes,"Portfolio enhancement, LinkedIn optimization"
3656,Ankit K 68,AR/VR Developer,None,No,"Resume upgrade, hackathons, Attend tech webinars"
3657,Sneha K 55,Data Scientist,"2 (DevOps, Cloud)",No,"LinkedIn optimization, Build capstone projects"
3658,Ankit S 58,Cloud Engineer,1 (AR Intern),Yes,"Attend tech webinars, Build capstone projects"
3659,Karan M 56,Web Developer,1 (Security Intern),Yes,"Apply to research roles, Resume upgrade, hackathons"
3660,Meera M 61,DevOps Specialist,1 (IoT Internship),Yes,"Core project, mock interviews, Resume upgrade, hackathons"
3661,Priya S 62,Embedded Engineer,None,No,"Apply to research roles, Core project, mock interviews"
3662,Priya T 64,AR/VR Developer,None,No,"Attend tech webinars, LinkedIn optimization"
3663,Arjun M 53,Systems Engineer,1 (CAD Internship),Yes,"Contribute to open source, LinkedIn optimization"
3664,Ankit T 52,ML Engineer,"2 (NLP, Vision)",Yes,"Resume upgrade, hackathons, Apply to research roles"
3665,Aisha K 55,Cybersecurity Analyst,None,No,"Resume upgrade, hackathons, Certifications in relevant domain"
3666,Meera T 60,Cybersecurity Analyst,"2 (NLP, Vision)",Yes,"Resume upgrade, hackathons, Certifications in relevant domain"
3667,Karan T 44,AR/VR Developer,1 (IoT Internship),Yes,"Build capstone projects, Attend tech webinars"
3668,Rahul R 60,Cloud Engineer,1 (AR Intern),Yes,"Attend tech webinars, Portfolio enhancement"
3669,Priya R 44,Product Designer,1 (Web Dev Intern),No,"Build capstone projects, Contribute to open source"
3670,Rahul S 52,ML Engineer,None,No,"Build capstone projects, LinkedIn optimization"
3671,Ravi R 52,ML Engineer,1 (Web Dev Intern),Yes,"Attend tech webinars, Portfolio enhancement"
3672,Ravi S 51,AI Researcher,1 (AR Intern),Yes,"Attend tech webinars, LinkedIn optimization"
3673,Priya S 63,ML Engineer,1 (CAD Internship),No,"Contribute to open source, Attend tech webinars"
3674,Meera R 57,Software Developer,"2 (NLP, Vision)",Yes,"Resume upgrade, hackathons, Core project, mock interviews"
3675,Meera R 58,ML Engineer,None,No,"Contribute to open source, Build capstone projects"
3676,Karan R 44,Web Developer,"2 (DevOps, Cloud)",No,"Attend tech webinars, Build capstone projects"
3677,Aisha K 56,Cybersecurity Analyst,1 (Web Dev Intern),Yes,"Core project, mock interviews, Attend tech webinars"
3678,Sneha M 35,ML Engineer,"2 (Research, Dev)",No,"Certifications in relevant domain, Core project, mock interviews"
3679,Aisha R 63,AR/VR Developer,1 (IoT Internship),No,"LinkedIn optimization, Portfolio enhancement"
3680,Ankit S 59,Systems Engineer,1 (CAD Internship),No,"Portfolio enhancement, Build capstone projects"
3681,Meera M 62,DevOps Specialist,1 (IoT Internship),Yes,"Practice DSA, GitHub proj, Core project, mock interviews"
3682,Divya M 58,AR/VR Developer,1 (CAD Internship),Yes,"Contribute to open source, Portfolio enhancement"
3683,Arjun K 62,Embedded Engineer,1 (Web Dev Intern),Yes,"Certifications in relevant domain, Resume upgrade, hackathons"
3684,Ankit M 56,Cybersecurity Analyst,"2 (Research, Dev)",Yes,"Portfolio enhancement, Resume upgrade, hackathons"
3685,Priya R 45,Cloud Engineer,"2 (Research, Dev)",Yes,"Certifications in relevant domain, Portfolio enhancement"
3686,Meera K 42,Embedded Engineer,1 (CAD Internship),Yes,"Resume upgrade, hackathons, Certifications in relevant domain"
3687,Rahul S 53,DevOps Specialist,"2 (DevOps, Cloud)",Yes,"Certifications in relevant domain, Apply to research roles"
3688,Meera R 59,Systems Engineer,"2 (NLP, Vision)",No,"Contribute to open source, Attend tech webinars"
3689,Sneha K 56,Cloud Engineer,1 (Security Intern),No,"Attend tech webinars, Certifications in relevant domain"
3690,Karan R 45,Product Designer,None,No,"Certifications in relevant domain, Apply to research roles"
3691,Arjun K 63,Embedded Engineer,None,No,"Attend tech webinars, Apply to research roles"
3692,Rahul S 54,Cloud Engineer,1 (ML Intern),No,"Attend tech webinars, Certifications in relevant domain"
3693,Sneha M 36,AR/VR Developer,None,No,"Resume upgrade, hackathons, Attend tech webinars"
3694,Aisha T 43,Software Developer,1 (IoT Internship),Yes,"Build capstone projects, Resume upgrade, hackathons"
3695,Aisha R 64,Embedded Engineer,1 (IoT Internship),Yes,"LinkedIn optimization, Portfolio enhancement"
