student_id,name,weak_subjects,strengths,recommended_actions,recent_progress
3228,Arjun S,Machines,"Fluid Mech, DBMS",Take mock tests,Needs attention
3229,Arjun T,"CAD, Math","NLP, Dynamics",Join peer study groups,Improving
3230,Priya S,"EM Theory, OS","VLSI, Circuits",Attend workshops,Stable
3231,Arjun S,Concrete Tech,"Web Dev, Thermo",Join peer study groups,Stable
3232,Ravi T,"Dynamics, Stats","Fluid Mech, Math",Take mock tests,Stable
3233,Meera T,Machines,"Security, Circuits",Simulate real problems,Improving
3234,Ankit R,DBMS,"Embedded, Control",Use online resources,Stable
3235,Priya S,Signal Systems,"VLSI, Geotech",Practice regularly,Needs attention
3236,Karan T,"CN, Python","Security, DL",Use online resources,Needs attention
3237,Divya R,Control,"Python, Control",Revise theoretical concepts,Needs attention
3238,Divya R,Machines,"Security, Dynamics",Improve time management,Stable
3239,Karan M,"Data Mining, Control","Surveying, Java",Practice regularly,Declining
3240,Meera R,"Java, DBMS","Structural, EM Theory",Simulate real problems,Declining
3241,Arjun T,"Embedded, AI","Circuits, Dynamics",Use online resources,Stable
3242,Arjun K,Fluid Mech,"VLSI, DSA",Attend workshops,Stable
3243,Aisha S,"NLP, DSA","NLP, Thermo",Use online resources,Declining
3244,Ankit S,"Signal Systems, Control","EM Theory, Control",Practice regularly,Declining
3245,Rahul R,"EM Theory, Surveying","Data Mining, Dynamics",Improve time management,Stable
3246,Karan T,Stats,"Mechatronics, Stats",Attend tutoring sessions,Stable
3247,Karan T,"Java, DSA","VLSI, Circuits",Join peer study groups,Improving
3248,Rahul M,"CN, Signal Systems","Surveying, DBMS",Attend workshops,Improving
3249,Aisha M,DL,"Digital Logic, ML",Improve time management,Stable
3250,Arjun M,Embedded,"Dynamics, Digital Logic",Take mock tests,Stable
3251,Priya T,"Java, Structural","EM Theory, Structural",Simulate real problems,Declining
3252,Ravi S,VLSI,"Structural, Machines",Use online resources,Needs attention
3253,Arjun R,Signal Systems,"Machines, Dynamics",Practice regularly,Needs attention
3254,Ankit S,"Networking, Embedded","CN, Circuits",Simulate real problems,Improving
3255,Sneha S,Mechatronics,"EM Theory, Math",Take mock tests,Improving
3256,Sneha M,VLSI,"EM Theory, Control",Join peer study groups,Needs attention
3257,Arjun T,"Machines, AI","Circuits, DBMS",Join peer study groups,Stable
3258,Rahul M,Circuits,"Dynamics, Mechatronics",Use online resources,Needs attention
3259,Aisha K,Mechatronics,"RL, Python",Practice regularly,Stable
3260,Arjun S,"NLP, Concrete Tech","CN, Machines",Attend tutoring sessions,Stable
3261,Aisha S,VLSI,"EM Theory, Data Mining",Use online resources,Improving
3262,Meera T,DBMS,"DBMS, Concrete Tech",Use online resources,Stable
3263,Rahul T,Security,"ML, Geotech",Use online resources,Stable
3264,Ankit M,Control,"Math, Thermo",Attend workshops,Improving
3265,Priya M,"Embedded, Math","Security, NLP",Revise theoretical concepts,Declining
3266,Rahul M,"Power Systems, Python","EM Theory, Machines",Join peer study groups,Improving
3267,Ravi T,"EM Theory, AI","Java, Concrete Tech",Take mock tests,Stable
3268,Sneha K,Digital Logic,"ML, Structural",Improve time management,Stable
3269,Divya R,"Machines, Math","Fluid Mech, RL",Take mock tests,Improving
3270,Meera S,"VLSI, Mechatronics","Embedded, Math",Simulate real problems,Declining
3271,Priya S,"Surveying, Math","Java, Digital Logic",Practice regularly,Improving
3272,Ravi R,Structural,"Math, DSA",Use online resources,Stable
3273,Ravi S,Stats,"Security, Power Systems",Attend tutoring sessions,Declining
3274,Karan M,Dynamics,"EM Theory, Machines",Focus on weak topics,Stable
3275,Aisha R,"Digital Logic, DSA","Math, Security",Join peer study groups,Stable
3276,Rahul T,Embedded,"Control, Fluid Mech",Simulate real problems,Declining
3277,Meera K,DSA,"Web Dev, EM Theory",Attend tutoring sessions,Improving
3278,Meera T,"Security, DL","Security, Digital Logic",Attend tutoring sessions,Needs attention
3279,Rahul S,"Java, Web Dev","Surveying, AI",Improve time management,Declining
3280,Divya M,"Circuits, Digital Logic","Fluid Mech, DSA",Practice regularly,Needs attention
3281,Karan M,Geotech,"NLP, Circuits",Attend tutoring sessions,Needs attention
3282,Rahul R,Circuits,"Signal Systems, Thermo",Improve time management,Stable
3283,Ankit T,Power Systems,"OS, Structural",Improve time management,Stable
3284,Meera K,"Machines, Thermo","Math, Power Systems",Take mock tests,Improving
3285,Meera T,Stats,"Dynamics, Security",Focus on weak topics,Needs attention
3286,Divya T,"Fluid Mech, Stats","DL, Geotech",Take mock tests,Needs attention
3287,Ravi K,Fluid Mech,"CN, Web Dev",Take mock tests,Stable
3288,Ankit K,"Math, Stats","Geotech, AI",Focus on weak topics,Stable
3289,Priya K,"Mechatronics, DSA","Machines, Dynamics",Take mock tests,Improving
3290,Sneha K,Math,"Mechatronics, Machines",Improve time management,Improving
3291,Divya K,OS,"ML, Math",Focus on weak topics,Declining
3292,Ravi S,"ML, Networking","DL, Python",Attend workshops,Improving
3293,Karan M,Concrete Tech,"Power Systems, EM Theory",Simulate real problems,Stable
3294,Arjun K,"Dynamics, Fluid Mech","Power Systems, RL",Practice regularly,Declining
3295,Rahul R,"Thermo, Stats","CAD, AI",Revise theoretical concepts,Improving
3296,Priya M,VLSI,"CAD, ML",Simulate real problems,Improving
3297,Ravi M,"Networking, Concrete Tech","Java, Stats",Simulate real problems,Stable
3298,Ravi R,Mechatronics,"Stats, Digital Logic",Revise theoretical concepts,Needs attention
3299,Karan M,"DL, DSA","RL, Fluid Mech",Focus on weak topics,Stable
3300,Aisha K,"Networking, Geotech","VLSI, Thermo",Focus on weak topics,Stable
3301,Priya K,"Fluid Mech, Signal Systems","DSA, Power Systems",Use online resources,Needs attention
3302,Rahul T,Networking,"Data Mining, Circuits",Improve time management,Stable
3303,Sneha T,"Java, Python","Power Systems, Digital Logic",Attend tutoring sessions,Needs attention
3304,Aisha T,Circuits,"Mechatronics, NLP",Improve time management,Declining
3305,Divya K,"Machines, Control","Fluid Mech, Dynamics",Attend tutoring sessions,Improving
3306,Divya T,Thermo,"Mechatronics, DBMS",Take mock tests,Improving
3307,Sneha M,"Stats, CAD","Fluid Mech, Control",Revise theoretical concepts,Needs attention
3308,Rahul T,Thermo,"NLP, DBMS",Use online resources,Declining
3309,Rahul T,Security,"AI, Stats",Attend workshops,Improving
3310,Karan S,Web Dev,"Networking, Signal Systems",Simulate real problems,Needs attention
3311,Meera T,EM Theory,"Data Mining, CAD",Practice regularly,Declining
3312,Meera R,"NLP, Data Mining","Signal Systems, Power Systems",Use online resources,Needs attention
3313,Arjun R,"Circuits, DL","Math, Python",Use online resources,Declining
3314,Arjun S,Signal Systems,"Web Dev, Networking",Attend workshops,Stable
3315,Arjun M,"Networking, Machines","AI, Surveying",Join peer study groups,Needs attention
3316,Aisha T,EM Theory,"AI, Stats",Take mock tests,Improving
3317,Rahul S,"Digital Logic, Geotech","Surveying, Security",Attend tutoring sessions,Stable
3318,Sneha S,"Security, ML","Circuits, Web Dev",Focus on weak topics,Improving
3319,Meera T,VLSI,"DSA, Signal Systems",Take mock tests,Declining
3320,Sneha R,"DBMS, Java","Machines, ML",Practice regularly,Declining
3321,Ankit R,"Control, ML","Java, EM Theory",Join peer study groups,Declining
3322,Aisha R,Python,"AI, Networking",Practice regularly,Improving
3323,Karan M,"Power Systems, Signal Systems","Embedded, Machines",Use online resources,Stable
3324,Arjun S,"Data Mining, Mechatronics","VLSI, Circuits",Use online resources,Needs attention
3325,Priya M,"VLSI, DL","Digital Logic, Math",Join peer study groups,Improving
3326,Arjun K,NLP,"Data Mining, EM Theory",Attend workshops,Stable
3327,Aisha K,"Java, Fluid Mech","Networking, ML",Use online resources,Stable
3328,Sneha S,Stats,"Geotech, ML",Practice regularly,Needs attention
3329,Arjun K,"Circuits, Control","Web Dev, Structural",Simulate real problems,Improving
3330,Ankit K,Networking,"AI, Stats",Take mock tests,Declining
3331,Ravi T,Power Systems,"Structural, EM Theory",Simulate real problems,Declining
3332,Ankit S,"EM Theory, Thermo","Signal Systems, CN",Attend tutoring sessions,Declining
3333,Divya T,Networking,"Geotech, Dynamics",Take mock tests,Improving
3334,Meera M,"OS, EM Theory","Surveying, CN",Join peer study groups,Improving
3335,Ankit S,"CN, DL","Dynamics, Web Dev",Practice regularly,Improving
3336,Meera K,"Geotech, Stats","Data Mining, ML",Join peer study groups,Stable
3337,Rahul S,AI,"Geotech, DSA",Focus on weak topics,Improving
3338,Karan S,Control,"CAD, Security",Attend tutoring sessions,Stable
3339,Sneha T,"DSA, Security","Embedded, AI",Attend tutoring sessions,Stable
3340,Meera T,Stats,"Networking, Surveying",Take mock tests,Stable
3341,Meera T,"Concrete Tech, Surveying","DL, Stats",Improve time management,Stable
3342,Rahul T,"Java, Web Dev","Concrete Tech, Circuits",Simulate real problems,Stable
3343,Divya S,Power Systems,"ML, Dynamics",Attend workshops,Improving
3344,Rahul M,"OS, Stats","Embedded, Power Systems",Attend tutoring sessions,Declining
3345,Rahul M,Web Dev,"Thermo, Surveying",Simulate real problems,Needs attention
3346,Ankit M,"DSA, CN","OS, Concrete Tech",Take mock tests,Stable
3347,Divya T,Control,"DBMS, Dynamics",Attend tutoring sessions,Improving
3348,Rahul T,"Mechatronics, Signal Systems","Circuits, AI",Focus on weak topics,Improving
3349,Aisha T,Power Systems,"Security, DSA",Focus on weak topics,Stable
3350,Priya K,NLP,"Python, Circuits",Join peer study groups,Declining
3351,Ravi M,Mechatronics,"DL, DSA",Take mock tests,Declining
3352,Rahul M,"ML, Concrete Tech","Machines, Mechatronics",Attend tutoring sessions,Improving
3353,Rahul M,"Circuits, EM Theory","Security, ML",Take mock tests,Needs attention
3354,Arjun R,"Structural, Circuits","DBMS, Embedded",Join peer study groups,Stable
3355,Sneha K,"DL, Signal Systems","Dynamics, CN",Take mock tests,Declining
3356,Rahul K,"Security, ML","Stats, Web Dev",Simulate real problems,Declining
3357,Sneha T,"Fluid Mech, Mechatronics","Digital Logic, Signal Systems",Take mock tests,Needs attention
3358,Priya M,"Data Mining, Signal Systems","Java, Thermo",Focus on weak topics,Stable
3359,Ankit M,DL,"CAD, CN",Take mock tests,Stable
3360,Meera R,"NLP, Surveying","Java, Python",Focus on weak topics,Improving
3361,Rahul M,Signal Systems,"Embedded, Digital Logic",Attend workshops,Stable
3362,Divya T,Embedded,"Dynamics, Math",Take mock tests,Stable
3363,Ravi T,Control,"Data Mining, Signal Systems",Revise theoretical concepts,Needs attention
3364,Ankit R,Java,"Java, Power Systems",Focus on weak topics,Needs attention
3365,Ravi S,"Networking, VLSI","VLSI, OS",Join peer study groups,Needs attention
3366,Aisha S,"DL, Fluid Mech","EM Theory, Power Systems",Simulate real problems,Stable
3367,Divya T,"OS, VLSI","Math, Security",Join peer study groups,Needs attention
3368,Priya T,Signal Systems,"VLSI, Web Dev",Revise theoretical concepts,Needs attention
3369,Rahul S,"ML, OS","Surveying, Control",Attend workshops,Needs attention
3370,Divya R,"DL, Machines","Surveying, Networking",Practice regularly,Stable
3371,Aisha S,"Networking, Control","Digital Logic, Stats",Practice regularly,Declining
3372,Arjun R,CAD,"Networking, AI",Attend workshops,Stable
3373,Karan T,Structural,"Circuits, RL",Take mock tests,Declining
3374,Priya S,"CN, Power Systems","Mechatronics, DBMS",Simulate real problems,Declining
3375,Arjun K,Embedded,"Math, CAD",Revise theoretical concepts,Stable
3376,Sneha S,"NLP, CN","Python, CAD",Take mock tests,Declining
3377,Ankit S,"DL, RL","VLSI, Digital Logic",Join peer study groups,Needs attention
3378,Priya K,Java,"NLP, EM Theory",Take mock tests,Stable
3379,Aisha M,NLP,"DBMS, Math",Attend workshops,Improving
3380,Divya T,DL,"Stats, OS",Improve time management,Declining
3381,Arjun S,"Control, Networking","Surveying, Stats",Focus on weak topics,Needs attention
3382,Aisha K,"Fluid Mech, Circuits","Data Mining, Math",Use online resources,Stable
3383,Meera R,Concrete Tech,"Security, CAD",Take mock tests,Stable
3384,Arjun R,"Structural, Concrete Tech","Machines, DL",Practice regularly,Needs attention
3385,Aisha M,Python,"Security, EM Theory",Focus on weak topics,Needs attention
3386,Priya T,"Math, Concrete Tech","Math, Web Dev",Simulate real problems,Needs attention
3387,Priya R,EM Theory,"DL, EM Theory",Focus on weak topics,Needs attention
3388,Ankit K,"Digital Logic, DL","ML, Signal Systems",Join peer study groups,Needs attention
3389,Aisha T,"CAD, Dynamics","Python, ML",Take mock tests,Declining
3390,Aisha M,Geotech,"Mechatronics, Digital Logic",Join peer study groups,Needs attention
3391,Priya S,"Digital Logic, OS","VLSI, Control",Attend tutoring sessions,Improving
3392,Ankit M,Digital Logic,"DBMS, Math",Practice regularly,Stable
3393,Ravi T,Networking,"Digital Logic, Surveying",Join peer study groups,Declining
3394,Ankit K,EM Theory,"VLSI, Signal Systems",Join peer study groups,Stable
3395,Ankit K,"Digital Logic, EM Theory","ML, DBMS",Simulate real problems,Improving
3396,Divya M,"EM Theory, OS","Security, Concrete Tech",Improve time management,Improving
3397,Karan R,DL,"Security, Mechatronics",Revise theoretical concepts,Declining
3398,Ankit R,Dynamics,"Machines, Web Dev",Join peer study groups,Declining
3399,Karan R,"DSA, Circuits","DSA, Networking",Practice regularly,Improving
3400,Ravi T,Power Systems,"DBMS, Signal Systems",Attend tutoring sessions,Needs attention
3401,Karan K,"Data Mining, Python","CN, Power Systems",Take mock tests,Stable
3402,Meera S,ML,"Structural, Surveying",Revise theoretical concepts,Improving
3403,Ankit M,"Surveying, DSA","DSA, Security",Attend workshops,Declining
3404,Sneha S,"VLSI, EM Theory","Math, Security",Use online resources,Improving
3405,Aisha R,"Structural, OS","Dynamics, Thermo",Simulate real problems,Needs attention
3406,Karan M,Circuits,"Geotech, AI",Focus on weak topics,Stable
3407,Meera K,Java,"Python, Signal Systems",Use online resources,Stable
3408,Ankit R,"Python, Stats","Thermo, Fluid Mech",Revise theoretical concepts,Stable
3409,Divya M,"ML, VLSI","ML, Stats",Use online resources,Improving
3410,Meera R,"Web Dev, Math","OS, EM Theory",Improve time management,Stable
3411,Karan K,Web Dev,"Mechatronics, Circuits",Take mock tests,Stable
3412,Ankit M,"Geotech, Dynamics","NLP, Power Systems",Join peer study groups,Declining
3413,Aisha K,"Control, AI","Digital Logic, Data Mining",Take mock tests,Needs attention
3414,Divya K,"Signal Systems, Security","AI, Concrete Tech",Improve time management,Stable
3415,Priya S,"VLSI, DBMS","Python, Structural",Practice regularly,Declining
3416,Rahul S,Surveying,"EM Theory, Embedded",Improve time management,Declining
3417,Ravi M,OS,"DBMS, VLSI",Simulate real problems,Declining
3418,Ravi R,"Concrete Tech, Surveying","Power Systems, Signal Systems",Attend workshops,Improving
3419,Aisha R,ML,"Digital Logic, CN",Take mock tests,Improving
3420,Divya R,Structural,"Geotech, Java",Join peer study groups,Stable
3421,Meera T,"Geotech, Thermo","Geotech, Signal Systems",Practice regularly,Improving
3422,Divya K,Web Dev,"Fluid Mech, Stats",Attend tutoring sessions,Needs attention
3423,Rahul S,NLP,"Embedded, Structural",Simulate real problems,Stable
3424,Rahul R,"Surveying, OS","Java, Fluid Mech",Use online resources,Improving
3425,Divya S,Concrete Tech,"Geotech, DBMS",Attend tutoring sessions,Declining
3426,Meera K,Embedded,"Signal Systems, VLSI",Attend tutoring sessions,Stable
3427,Arjun M,"Power Systems, Fluid Mech","Control, ML",Practice regularly,Needs attention
3428,Meera T,"Signal Systems, CAD","EM Theory, NLP",Focus on weak topics,Needs attention
3429,Meera R,"VLSI, Mechatronics","Python, Java",Revise theoretical concepts,Needs attention
3430,Priya K,DL,"VLSI, Security",Take mock tests,Stable
3431,Meera T,Circuits,"Concrete Tech, Stats",Use online resources,Declining
3432,Divya S,Geotech,"NLP, RL",Attend tutoring sessions,Needs attention
3433,Arjun S,Fluid Mech,"Power Systems, Machines",Use online resources,Improving
3434,Rahul S,OS,"OS, Control",Attend workshops,Needs attention
3435,Sneha K,Signal Systems,"Circuits, NLP",Simulate real problems,Needs attention
3436,Priya M,"Networking, DL","Embedded, EM Theory",Revise theoretical concepts,Declining
3437,Sneha S,"EM Theory, DSA","Stats, Digital Logic",Attend workshops,Stable
3438,Sneha M,DSA,"NLP, VLSI",Practice regularly,Improving
3439,Meera M,"RL, Surveying","Networking, Python",Join peer study groups,Improving
3440,Arjun M,Stats,"DBMS, Thermo",Attend tutoring sessions,Declining
3441,Aisha M,AI,"Stats, Web Dev",Improve time management,Improving
3442,Divya T,"ML, OS","OS, Machines",Revise theoretical concepts,Declining
3443,Rahul T,Signal Systems,"Web Dev, Circuits",Practice regularly,Improving
3444,Karan S,AI,"VLSI, Surveying",Practice regularly,Improving
3445,Aisha M,DBMS,"CN, Security",Use online resources,Needs attention
3446,Meera M,"Circuits, NLP","RL, NLP",Practice regularly,Improving
3447,Karan S,"OS, Mechatronics","DL, RL",Use online resources,Declining
3448,Aisha T,"CAD, Mechatronics","DSA, CN",Join peer study groups,Improving
3449,Divya M,"Networking, OS","Digital Logic, AI",Improve time management,Improving
3450,Priya M,OS,"Embedded, Concrete Tech",Revise theoretical concepts,Declining
3451,Ravi S,EM Theory,"Web Dev, Java",Take mock tests,Needs attention
3452,Aisha K,CN,"AI, Surveying",Simulate real problems,Needs attention
3453,Sneha S,Circuits,"ML, VLSI",Take mock tests,Stable
3454,Aisha M,DL,"Web Dev, Circuits",Join peer study groups,Stable
3455,Arjun K,Mechatronics,"Python, DBMS",Focus on weak topics,Stable
3456,Karan R,"Networking, Math","AI, Fluid Mech",Join peer study groups,Improving
3457,Rahul T,"Signal Systems, Machines","Digital Logic, Signal Systems",Use online resources,Declining
3458,Aisha M,"Concrete Tech, Python","Machines, Stats",Revise theoretical concepts,Declining
3459,Ankit K,"NLP, AI","VLSI, CAD",Improve time management,Stable
3460,Aisha R,Java,"Fluid Mech, Circuits",Focus on weak topics,Stable
3461,Meera R,"NLP, Dynamics","Math, Control",Use online resources,Needs attention
3462,Aisha M,EM Theory,"Embedded, Fluid Mech",Use online resources,Needs attention
3463,Ravi R,"DBMS, Java","Java, Data Mining",Attend workshops,Needs attention
3464,Priya T,Dynamics,"AI, EM Theory",Simulate real problems,Needs attention
3465,Ankit K,Fluid Mech,"Stats, Surveying",Simulate real problems,Declining
3466,Arjun M,AI,"OS, Fluid Mech",Join peer study groups,Improving
3467,Meera S,"Networking, DBMS","Web Dev, CAD",Attend tutoring sessions,Declining
3468,Meera S,EM Theory,"Power Systems, CAD",Improve time management,Declining
3469,Ravi T,NLP,"Data Mining, Thermo",Practice regularly,Stable
3470,Priya M,"Concrete Tech, Fluid Mech","DBMS, RL",Join peer study groups,Stable
3471,Rahul K,"Web Dev, NLP","Geotech, Thermo",Revise theoretical concepts,Declining
3472,Karan T,"Python, Structural","DBMS, Concrete Tech",Practice regularly,Needs attention
3473,Meera R,Dynamics,"Signal Systems, Thermo",Join peer study groups,Declining
3474,Arjun M,"Thermo, DSA","Machines, VLSI",Improve time management,Declining
3475,Arjun M,"AI, RL","Python, Power Systems",Revise theoretical concepts,Improving
3476,Ankit K,VLSI,"Fluid Mech, EM Theory",Attend tutoring sessions,Stable
3477,Priya M,Structural,"RL, Math",Improve time management,Declining
3478,Divya R,Mechatronics,"Security, VLSI",Attend tutoring sessions,Stable
3479,Ankit R,Stats,"Surveying, Embedded",Use online resources,Needs attention
3480,Meera R,"Power Systems, NLP","Dynamics, Python",Improve time management,Stable
3481,Divya M,"VLSI, Dynamics","NLP, Web Dev",Revise theoretical concepts,Declining
3482,Arjun K,"Data Mining, DL","Security, Power Systems",Use online resources,Declining
3483,Ravi T,"DSA, EM Theory","Dynamics, Thermo",Attend workshops,Stable
3484,Aisha K,Digital Logic,"DL, RL",Take mock tests,Needs attention
3485,Ravi M,"Mechatronics, Networking","NLP, Thermo",Attend tutoring sessions,Improving
3486,Karan S,Machines,"Python, NLP",Practice regularly,Declining
3487,Priya S,"DBMS, Data Mining","Java, Math",Simulate real problems,Declining
3488,Arjun S,Math,"Security, AI",Attend workshops,Declining
3489,Aisha T,"VLSI, NLP","Web Dev, Control",Attend tutoring sessions,Stable
3490,Sneha K,Structural,"Embedded, Thermo",Join peer study groups,Stable
3491,Ravi T,"DBMS, EM Theory","Math, OS",Attend workshops,Needs attention
3492,Ankit T,"Fluid Mech, Thermo","VLSI, DSA",Focus on weak topics,Declining
3493,Divya K,EM Theory,"NLP, DSA",Join peer study groups,Stable
3494,Sneha K,Power Systems,"ML, Power Systems",Revise theoretical concepts,Stable
3495,Rahul M,Stats,"Fluid Mech, RL",Focus on weak topics,Needs attention
3496,Priya K,"Geotech, Digital Logic","Stats, Concrete Tech",Join peer study groups,Stable
3497,Aisha S,"Structural, CAD","Machines, Data Mining",Improve time management,Needs attention
3498,Meera M,"Dynamics, Stats","ML, Concrete Tech",Improve time management,Improving
3499,Ankit T,CAD,"NLP, VLSI",Attend workshops,Needs attention
3500,Priya K,Embedded,"Java, Surveying",Simulate real problems,Improving
3501,Meera S,ML,"VLSI, Stats",Take mock tests,Improving
3502,Arjun T,Circuits,"OS, VLSI",Focus on weak topics,Stable
3503,Arjun T,"AI, Power Systems","Math, ML",Improve time management,Stable
3504,Rahul T,"NLP, CN","Embedded, Security",Revise theoretical concepts,Needs attention
3505,Rahul R,"DSA, ML","Signal Systems, Web Dev",Attend tutoring sessions,Stable
3506,Rahul K,Machines,"Power Systems, Dynamics",Revise theoretical concepts,Needs attention
3507,Arjun M,Mechatronics,"CAD, AI",Improve time management,Stable
3508,Rahul R,Thermo,"Security, Mechatronics",Attend tutoring sessions,Stable
3509,Aisha M,Structural,"Geotech, Data Mining",Use online resources,Declining
3510,Sneha R,Circuits,"Machines, RL",Practice regularly,Improving
3511,Ravi T,"DSA, Fluid Mech","DBMS, CN",Focus on weak topics,Stable
3512,Karan M,Circuits,"Geotech, DBMS",Attend workshops,Improving
3513,Ankit R,Circuits,"Java, Structural",Take mock tests,Stable
3514,Arjun K,"DBMS, Digital Logic","Geotech, Networking",Practice regularly,Declining
3515,Aisha S,"Data Mining, Digital Logic","Signal Systems, Power Systems",Attend workshops,Improving
3516,Sneha S,Geotech,"Java, VLSI",Take mock tests,Improving
3517,Priya M,"Mechatronics, VLSI","Control, ML",Take mock tests,Improving
3518,Sneha M,OS,"RL, Digital Logic",Practice regularly,Needs attention
3519,Priya S,Geotech,"OS, VLSI",Take mock tests,Improving
3520,Ankit K,Signal Systems,"Mechatronics, OS",Attend workshops,Needs attention
3521,Divya K,"Structural, Power Systems","Power Systems, Java",Use online resources,Needs attention
3522,Meera R,"DL, Stats","OS, Security",Revise theoretical concepts,Improving
3523,Divya R,AI,"Geotech, Fluid Mech",Use online resources,Needs attention
3524,Sneha S,"Thermo, Structural","Signal Systems, Embedded",Attend workshops,Needs attention
3525,Ravi K,"Structural, NLP","Dynamics, NLP",Focus on weak topics,Improving
3526,Divya R,"Power Systems, Signal Systems","Structural, Surveying",Join peer study groups,Stable
3527,Sneha R,"ML, Stats","DSA, CAD",Revise theoretical concepts,Stable
3528,Karan K,AI,"Surveying, Networking",Improve time management,Improving
3529,Ravi R,CAD,"Digital Logic, Data Mining",Use online resources,Declining
3530,Ankit K,DL,"DL, Signal Systems",Practice regularly,Improving
3531,Meera T,Circuits,"Thermo, VLSI",Focus on weak topics,Needs attention
3532,Priya M,"Math, DL","Embedded, Web Dev",Use online resources,Stable
3533,Aisha M,"Control, Java","Digital Logic, Signal Systems",Take mock tests,Declining
3534,Aisha M,Java,"ML, Power Systems",Simulate real problems,Declining
3535,Sneha S,"Signal Systems, DL","OS, VLSI",Simulate real problems,Stable
3536,Meera K,"Math, CN","CN, Structural",Attend tutoring sessions,Declining
3537,Sneha T,RL,"Circuits, Data Mining",Attend tutoring sessions,Stable
3538,Ankit T,EM Theory,"Dynamics, Web Dev",Take mock tests,Stable
3539,Sneha R,"AI, CAD","EM Theory, CN",Improve time management,Declining
3540,Rahul T,"VLSI, Fluid Mech","Security, Web Dev",Practice regularly,Needs attention
3541,Ankit S,Math,"DBMS, Embedded",Attend workshops,Improving
3542,Divya M,RL,"Data Mining, Digital Logic",Use online resources,Declining
3543,Ravi M,Surveying,"Python, DSA",Practice regularly,Improving
3544,Ravi T,NLP,"DBMS, Data Mining",Join peer study groups,Stable
3545,Divya M,"Fluid Mech, DSA","RL, Digital Logic",Practice regularly,Improving
3546,Divya M,"NLP, Math","DBMS, Geotech",Attend tutoring sessions,Needs attention
3547,Sneha K,Machines,"DL, Geotech",Improve time management,Stable
3548,Sneha T,"Circuits, Signal Systems","RL, Control",Focus on weak topics,Improving
3549,Rahul R,"Structural, DL","Security, Java",Use online resources,Declining
3550,Divya K,"Control, RL","RL, DSA",Practice regularly,Needs attention
3551,Ravi K,Structural,"DL, ML",Simulate real problems,Improving
3552,Sneha K,Concrete Tech,"Embedded, Dynamics",Use online resources,Needs attention
3553,Aisha K,"Security, RL","Structural, Java",Join peer study groups,Declining
3554,Meera T,"Math, Geotech","Control, Data Mining",Improve time management,Stable
3555,Ankit M,Dynamics,"CN, Security",Attend tutoring sessions,Stable
3556,Meera R,Circuits,"Stats, DBMS",Revise theoretical concepts,Declining
3557,Meera M,"Embedded, Geotech","Security, Geotech",Join peer study groups,Needs attention
3558,Meera R,CN,"CAD, Power Systems",Attend workshops,Declining
3559,Sneha K,Power Systems,"AI, Concrete Tech",Simulate real problems,Declining
3560,Ankit K,"Stats, Python","ML, Structural",Join peer study groups,Declining
3561,Divya T,Stats,"CN, Java",Attend workshops,Declining
3562,Sneha T,"Surveying, OS","DBMS, OS",Simulate real problems,Needs attention
3563,Arjun R,"VLSI, Security","DL, DSA",Attend tutoring sessions,Needs attention
3564,Rahul S,Geotech,"Geotech, Security",Join peer study groups,Needs attention
3565,Karan M,Geotech,"OS, Structural",Join peer study groups,Stable
3566,Ravi K,Web Dev,"CAD, Structural",Attend tutoring sessions,Stable
3567,Arjun S,EM Theory,"CN, DBMS",Revise theoretical concepts,Improving
3568,Karan K,"Control, Digital Logic","Web Dev, Control",Simulate real problems,Stable
3569,Sneha R,VLSI,"CN, OS",Focus on weak topics,Improving
3570,Rahul S,DSA,"DBMS, Digital Logic",Use online resources,Declining
3571,Karan R,Control,"Control, DBMS",Focus on weak topics,Declining
3572,Karan S,DBMS,"Dynamics, Surveying",Join peer study groups,Improving
3573,Ankit R,"Power Systems, Digital Logic","Structural, DSA",Join peer study groups,Stable
3574,Divya S,"Dynamics, Python","Math, CAD",Practice regularly,Stable
3575,Rahul K,Fluid Mech,"Digital Logic, ML",Take mock tests,Improving
3576,Sneha K,"Concrete Tech, Java","ML, DL",Focus on weak topics,Needs attention
3577,Karan R,Python,"Web Dev, Digital Logic",Take mock tests,Needs attention
3578,Arjun R,Structural,"Power Systems, Thermo",Improve time management,Declining
3579,Rahul S,Python,"Java, ML",Attend workshops,Improving
3580,Rahul K,NLP,"Security, Control",Improve time management,Improving
3581,Rahul T,Python,"RL, Signal Systems",Attend workshops,Stable
3582,Arjun R,"CAD, Surveying","Stats, ML",Focus on weak topics,Improving
3583,Sneha T,Circuits,"Security, CAD",Attend tutoring sessions,Improving
3584,Karan T,Stats,"DSA, Geotech",Use online resources,Needs attention
3585,Ankit K,Control,"DL, CAD",Focus on weak topics,Needs attention
3586,Rahul M,Dynamics,"Dynamics, Data Mining",Simulate real problems,Improving
3587,Aisha M,"DBMS, Stats","Thermo, Python",Take mock tests,Needs attention
3588,Ravi S,EM Theory,"CAD, DSA",Practice regularly,Needs attention
3589,Divya T,NLP,"OS, Power Systems",Attend tutoring sessions,Stable
3590,Meera M,"AI, Embedded","Data Mining, Security",Revise theoretical concepts,Declining
3591,Sneha S,"EM Theory, Stats","Python, DSA",Use online resources,Needs attention
3592,Arjun S,"DBMS, Fluid Mech","OS, Security",Use online resources,Needs attention
